0.83478399;0.82432846;0.81699108;0.8055582;0.79164881;0.78750206
0.83308703;0.81242697;0.80262669;0.7897677;0.77820956;0.77477952
0.83116661;0.80411855;0.78920684;0.77619148;0.76541376;0.76304626
0.82751844;0.7936282;0.7772067;0.76373668;0.75418929;0.75239927
0.8251575;0.78582957;0.76731539;0.75365581;0.74384458;0.74327126
0.82247147;0.77731718;0.75749417;0.74271426;0.73424694;0.7329264
0.81949619;0.77053177;0.74811161;0.73322828;0.72341111;0.72396963
0.81669998;0.76298008;0.74065168;0.72436333;0.71532784;0.71480535
0.81437551;0.75663015;0.73329248;0.71711568;0.70619325;0.70649094
0.81212566;0.75003992;0.72718599;0.70821666;0.69903087;0.69964479
0.81018438;0.74381142;0.71972979;0.70066648;0.69313489;0.69340757
0.80757466;0.73962975;0.71235228;0.69380461;0.68777654;0.68798832
0.80476982;0.73355544;0.70548247;0.68819186;0.68024147;0.68284878
0.8027264;0.7275604;0.69859449;0.68160861;0.67393838;0.67540648
0.79979739;0.72159897;0.69184791;0.67499083;0.66808176;0.66945357
0.79711472;0.71485897;0.685128;0.66784128;0.66093957;0.66285777
0.79447457;0.70958171;0.67956953;0.66261413;0.65672705;0.65752416
0.79130867;0.70468069;0.67422322;0.65749248;0.65023941;0.65261977
0.78884644;0.69789545;0.66793361;0.65189054;0.64524714;0.64673535
0.78608162;0.6923102;0.66225327;0.64506138;0.63978375;0.64263334
0.78309345;0.68725521;0.65733264;0.64009371;0.63414414;0.63651879
0.78043785;0.68156123;0.65237523;0.63512923;0.62898217;0.63102498
0.77756961;0.67663061;0.6474557;0.6300241;0.62380525;0.62586643
0.77459619;0.67243302;0.64260393;0.62604876;0.61873167;0.62149495
